household_ID,pairing,average_consumption
ID2814,Own - None,199.12
ID2815,Own - None,187.64
ID2816,Own - None,296.0
ID2817,Own - Renters,198.76
ID2818,Own - None,40.6
ID2819,Own - None,91.0
ID2820,Own - None,33.64
ID2821,Rent - Not Specified,92.08
ID2822,Own - None,75.8
ID2823,Rent - Not Specified,45.92
ID2824,Own - None,123.88
ID2825,Own - None,49.12
ID2826,Own - None,139.76
ID2827,Own - None,154.24
ID2828,Rent - Not Specified,46.04
ID2829,Own - None,41.4
ID2830,Own - None,194.92
ID2831,Own - None,79.96
ID2832,Rent - Not Specified,117.96
ID2833,Own - None,22.16
ID2834,Own - None,135.92
ID2835,Own - None,109.08
ID2836,Own - None,110.04
ID2837,Rent Free - Not Specified,166.56
ID2838,Own - None,127.0
ID2839,Own - Renters,135.76
ID2840,Own - None,113.76
ID2841,Own - None,79.0
ID2842,Own - None,99.64
ID2843,Own - None,81.68
ID2844,Own - None,83.96
ID2845,Own - None,117.48
ID2846,Own - None,93.28
ID2847,Own - None,112.8
ID2848,Own - None,110.6
ID2849,Own - None,83.64
ID2850,Rent - Not Specified,113.08
ID2851,Own - None,53.76
ID2852,Own - None,77.56
ID2853,Own - None,63.04
ID2854,Own - None,217.44
ID2855,Own - None,169.6
ID2856,Own - None,137.41666666666666
ID2857,Own - None,41.64
ID2858,Own - Renters,100.2
ID2859,Own - None,127.96
ID2860,Own - None,188.8
ID2861,Own - None,67.68
ID2862,Own - None,120.88
ID2863,Own - None,0.12
ID2864,Own - None,61.16
ID2865,Own - None,62.88
ID2866,Own - None,28.92
ID2867,Own - None,30.84
ID2868,Own - None,126.8
ID2869,Own - None,418.08
ID2870,Own - None,79.96
ID2871,Own - None,20.08
ID2872,Own - None,66.32
ID2873,Rent - Not Specified,87.48
ID2874,Own - None,84.2
ID2875,Own - None,44.88
ID2876,Own - Renters,155.2
ID2877,Own - None,98.72
ID2878,Own - None,44.8
ID2879,Own - None,96.44
ID2880,Own - None,74.2
ID2881,Own - None,107.24
ID2882,Own - None,87.56
ID2883,Own - None,78.2
ID2884,Own - None,16.2
ID2885,Own - None,42.64
ID2886,Own - None,65.36
ID2887,Own - None,89.28
ID2888,Own - None,92.16
ID2889,Own - None,34.84
ID2890,Rent - Not Specified,293.48
ID2891,Rent - Not Specified,112.36
ID2892,Own - None,61.12
ID2893,Own - Renters,19.36
ID2894,Rent - Not Specified,71.12
ID2895,Own - None,53.0
ID2896,Own - None,147.52
ID2897,Own - None,18.96
ID2898,Own - None,274.0416666666667
ID2899,Own - None,15.36
ID2900,Own - None,131.32
ID2901,Own - None,113.32
ID2902,Own - None,217.48
ID2903,Own - None,222.32
ID2904,Own - None,50.44
ID2905,Own - Renters,65.84
ID2906,Rent - Not Specified,103.64
ID2907,Rent - Not Specified,125.95833333333333
ID2908,Own - None,8.2
ID2909,Rent - Not Specified,46.12
ID2910,Own - None,111.6
ID2911,Own - None,216.04
ID2912,Rent - Not Specified,135.32
ID2913,Own - None,111.0
ID2914,Own - None,79.96
ID2915,Own - None,114.08
ID2916,Own - None,143.12
ID2917,Rent - Not Specified,126.24
ID2918,Own - None,111.84
ID2919,Own - None,326.24
ID2920,Own - None,75.08
ID2921,Rent (Paid by Employer) - Not Specified,85.16
ID2922,Own - None,197.84
ID2923,Own - None,492.64
ID2924,Own - None,85.48
ID2925,Own - None,17.4
ID2926,Own - None,68.68
ID2927,Rent - Not Specified,127.04
ID2928,Own - None,141.16
ID2929,Own - None,140.56
ID2930,Rent - Not Specified,129.0
ID2931,Own - None,128.72
ID2932,Own - None,39.76
ID2933,Own - None,45.08
ID2934,Own - None,48.16
ID2935,Own - None,15.76
ID2936,Own - None,171.16
ID2937,Own - None,135.76
ID2938,Own - None,52.48
ID2939,Own - None,108.16
ID2940,Own - None,46.4
ID2941,Rent - Not Specified,51.16
ID2942,Own - None,216.92
ID2943,Own - None,60.32
ID2944,Own - None,87.44
ID2945,Own - None,40.52
ID2946,Own - None,64.88
ID2947,Own - None,4.56
ID2948,Own - None,118.16
ID2949,Own - None,153.2
ID2950,Own - None,107.36
ID2951,Own - None,102.64
ID2952,Own - None,151.6
ID2953,Own - None,120.88888888888889
ID2954,Own - None,117.16
ID2955,Own - None,124.8
ID2956,Rent - Not Specified,18.52
ID2957,Own - None,119.76
ID2958,Own - None,107.68
ID2959,Own - None,83.84
ID2960,Own - None,108.0
ID2961,Own - None,98.48
ID2962,Own - None,148.24
ID2963,Own - None,132.88
ID2964,Own - None,36.24
ID2965,Own - None,4.64
ID2966,Own - None,63.89473684210526
ID2967,Own - None,289.64
ID2968,Own - None,79.52
ID2969,Own - None,91.8
ID2970,Own - None,56.76470588235294
ID2971,Own - None,48.16
ID2972,Own - None,274.72
ID2973,Own - None,76.52
ID2974,Own - None,218.32
ID2975,Rent - Not Specified,89.28
ID2976,Own - None,174.16
ID2977,Own - None,148.04
ID2978,Own - None,50.6
ID2979,Own - None,54.04
ID2980,Own - None,0.56
ID2981,Own - None,36.78260869565217
ID2982,Rent - Not Specified,34.64
ID2983,Own - None,90.2
ID2984,Own - None,66.0
ID2985,Own - None,537.88
ID2986,Own - None,61.04
ID2987,Rent - Not Specified,166.84
ID2988,Rent - Not Specified,87.88
ID2989,Rent - Not Specified,46.32
ID2990,Own - None,108.88
ID2991,Own - None,42.52
ID2992,Own - None,129.12
ID2993,Rent - Not Specified,33.48
ID2994,Own - None,167.20833333333334
ID2995,Own - Boarders,136.6
ID2996,Own - None,132.12
ID2997,Rent - Not Specified,116.12
ID2998,Own - None,217.6
ID2999,Own - None,238.64
ID3000,Rent - Not Specified,87.28
ID3001,Own - None,54.48
ID3002,Rent - Not Specified,18.08
ID3003,Own - None,63.56
ID3004,Own - None,53.88
ID3005,Own - None,47.92
ID3006,Own - None,195.32
ID3007,Rent - Not Specified,202.16
ID3008,Own - None,105.44
ID3009,Rent - Not Specified,225.92
ID3010,Own - None,60.64
ID3011,Own - None,107.16
ID3012,Rent - Not Specified,97.68
ID3013,Own - None,174.32
ID3014,Own - None,179.0
ID3015,Own - None,168.56
ID3016,Own - None,226.32
ID3017,Own - None,71.24
ID3018,Own - None,202.56
ID3019,Own - None,124.52
ID3020,Own - None,48.56
ID3021,Own - None,66.36
ID3022,Own - None,122.72
ID3023,Own - None,128.56
ID3024,Own - None,194.36
ID3025,Own - None,66.76923076923077
ID3026,Own - None,141.56
ID3027,Own - None,91.76
ID3028,Own - None,32.88
ID3029,Rent - Not Specified,25.6
ID3030,Own - None,49.28
ID3031,Own - None,379.3333333333333
ID3032,Own - None,172.68
ID3033,Rent - Not Specified,70.5
ID3034,Own - None,234.96
ID3035,Own - None,98.6
ID3036,Own - None,77.48
ID3037,Own - None,166.68
ID3038,Own - None,99.84
ID3039,Own - None,156.92
ID3040,Own - None,155.92
ID3041,Own - None,198.2
ID3042,Rent - Not Specified,31.68
ID3043,Own - None,181.8
ID3044,Own - None,117.04
ID3045,Rent - Not Specified,91.52
ID3046,Own - None,152.48
ID3047,Own - None,66.04
ID3048,Own - None,92.36
ID3049,Own - None,59.76
ID3050,Own - Boarders,168.8
ID3051,Own - None,94.76
ID3052,Own - None,50.08
ID3053,Own - None,45.52
ID3054,Own - None,84.96
ID3055,Own - None,16.96
ID3056,Own - None,82.16
ID3057,Own - None,60.36
ID3058,Own - None,142.12
ID3059,Own - None,306.0
ID3060,Own - None,74.16
ID3061,Own - None,158.56
ID3062,Own - None,146.88
ID3063,Own - None,297.52
ID3064,Own - Renters,126.88
ID3065,Own - None,45.4
ID3066,Own - None,148.68
ID3067,Own - None,73.0
ID3068,Own - None,291.32
ID3069,Own - None,361.88
ID3070,Rent - Not Specified,249.6
ID3071,Own - None,213.8
ID3072,Own - None,155.32
ID3073,Own - None,91.44
ID3074,Own - None,175.0
ID3075,Own - None,218.84
ID3076,Own - None,110.96
ID3077,Own - None,100.96
ID3078,Own - None,80.76
ID3079,Own - None,175.04
ID3080,Own - None,135.12
ID3081,Rent - Not Specified,77.88
ID3082,Rent - Not Specified,99.44
ID3083,Own - None,38.44
ID3084,Own - None,106.68
ID3085,Own - None,162.68
ID3086,Own - None,185.0
ID3087,Own - None,50.56
ID3088,Rent - Not Specified,49.76
ID3089,Own - None,122.48
ID3090,Own - Renters,153.64
ID3091,Own - Renters,56.36
ID3092,Own - None,110.24
ID3093,Own - None,37.84
ID3094,Own - None,204.44
ID3095,Own - None,129.84
ID3096,Own - None,71.24
ID3097,Rent - Not Specified,83.76
ID3098,Own - None,282.88
ID3099,Own - None,19.72
ID3100,Own - None,122.92
ID3101,Rent - Not Specified,103.64
ID3102,Own - None,69.36
ID3103,Own - None,62.76
ID3104,Own - None,139.36
ID3105,Rent - Not Specified,77.16
ID3106,Rent - Not Specified,60.28
ID3107,Own - None,101.48
ID3108,Rent - Not Specified,114.48
ID3109,Own - None,159.88
ID3110,Own - None,103.08
ID3111,Rent - Not Specified,130.84
ID3112,Own - None,61.84
ID3113,Own - None,264.125
ID3114,Own - None,44.48
ID3115,Own - None,99.68
ID3116,Own - Renters,46.28
ID3117,Own - None,182.96
ID3118,Own - None,146.88
ID3119,Own - None,45.28
ID3120,Own - None,112.52
ID3121,Own - None,228.44
ID3122,Own - None,9.2
ID3123,Rent - Not Specified,87.12
ID3124,Own - None,99.64
ID3125,Own - None,41.76
ID3126,Own - None,44.76
ID3127,Own - None,101.84
ID3128,Own - None,44.12
ID3129,Own - None,67.0
ID3130,Own - None,93.28
ID3131,Own - None,65.36
ID3132,Own - None,69.72
ID3133,Own - None,144.52
ID3134,Own - None,89.96
ID3135,Own - None,69.52
ID3136,Own - None,35.64
ID3137,Own - None,79.48
ID3138,Own - None,57.52
ID3139,Own - None,90.84
ID3140,Own - None,35.56
ID3141,Own - None,67.84
ID3142,Rent - Not Specified,14.28
ID3143,Rent - Not Specified,41.36
ID3144,Rent - Not Specified,23.16
ID3145,Rent - Not Specified,16.84
ID3146,Own - None,36.16
ID3147,Own - None,152.16
ID3148,Own - None,390.16
ID3149,Own - None,180.68
ID3150,Own - None,73.84
ID3151,Rent - Not Specified,117.2
ID3152,Own - None,141.92
ID3153,Own - None,52.0
ID3154,Own - None,105.56
ID3155,Rent - Not Specified,173.84
ID3156,Own - None,148.41176470588235
ID3157,Own - None,139.12
ID3158,Own - Renters,34.84
ID3159,Own - None,35.16
ID3160,Own - Renters,58.92
ID3161,Own - None,19.0
ID3162,Own - None,7.24
ID3163,Own - None,209.0
ID3164,Own - None,174.8181818181818
ID3165,Own - None,58.44
ID3166,Own - None,36.4
ID3167,Own - None,138.96
ID3168,Own - None,97.4
ID3169,Own - None,132.52
ID3170,Own - None,154.12
ID3171,Own - None,35.28
ID3172,Rent - Not Specified,55.2
ID3173,Own - None,81.6
ID3174,Own - None,40.72
ID3175,Own - None,354.68
ID3176,Own - None,24.96
ID3177,Own - None,95.04
ID3178,Own - None,2154.4
ID3179,Own - None,222.52
ID3180,Own - None,0.0
ID3181,Own - None,92.4
ID3182,Own - None,144.8
ID3183,Own - None,112.56
ID3184,Own - None,26.68
ID3185,Own - None,85.0
ID3186,Own - None,84.6
ID3187,Own - None,148.92
ID3188,Own - None,96.12
ID3189,Own - None,108.32
ID3190,Own - None,7.52
ID3191,Rent Free - Not Specified,176.4
ID3192,Own - None,815.0526315789474
ID3193,Own - None,187.44
ID3194,Own - None,56.0
ID3195,Own - None,95.96
ID3196,Own - None,111.04
ID3197,Own - None,96.72
ID3198,Own - None,71.56
ID3199,Own - None,87.44
ID3200,Own - None,12.84
ID3201,Own - None,33.04
ID3202,Own - None,120.56
ID3203,Own - None,130.64
ID3204,Own - None,88.56
ID3205,Own - None,198.16
ID3206,Rent - Not Specified,140.88
ID3207,Own - None,128.52
ID3208,Own - None,67.28
ID3209,Own - None,26.16
ID3210,Own - None,97.64
ID3211,Own - None,59.28
ID3212,Own - None,66.44
ID3213,Own - None,130.56
ID3214,Own - None,158.04
ID3215,Own - None,111.75
ID3216,Rent (Paid by Employer) - Not Specified,171.58333333333334
ID3217,Own - None,146.52
ID3218,Own - None,121.36
ID3219,Rent - Not Specified,85.0
ID3220,Own - None,125.28
ID3221,Rent - Not Specified,79.48
ID3222,Own - None,379.8
ID3223,Own - None,133.8
ID3224,Own - None,99.6
ID3225,Own - None,120.12
ID3226,Own - None,31.64
ID3227,Rent - Not Specified,60.48
ID3228,Own - None,135.84
ID3229,Own - None,142.52
ID3230,Own - None,85.56
ID3231,Own - None,122.96
ID3232,Own - None,186.48
ID3233,Own - None,104.72
ID3234,Own - None,30.84
ID3235,Own - None,60.96
ID3236,Own - Boarders,91.76
ID3237,Own - None,263.96
ID3238,Own - None,172.0
ID3239,Rent - Not Specified,63.72
ID3240,Own - None,206.2
ID3241,Own - None,81.04
ID3242,Own - None,220.04
ID3243,Own - None,25.84
ID3244,Own - None,92.24
ID3245,Own - None,107.64
ID3246,Rent - Not Specified,143.32
ID3247,Own - None,167.44
ID3248,Own - None,168.8
ID3249,Own - None,130.12
ID3250,Own - None,501.4
ID3251,Own - None,106.88
ID3252,Own - None,62.8
ID3253,Own - None,221.88
ID3254,Rent - Not Specified,72.96
ID3255,Rent - Not Specified,120.72
ID3256,Own - None,339.2
ID3257,Own - None,65.16
ID3258,Own - None,355.8
ID3259,Own - None,154.24
ID3260,Own - None,87.88
ID3261,Own - None,121.76
ID3262,Own - None,98.48
ID3263,Own - None,247.56
ID3264,Own - None,37.04
ID3265,Own - None,62.92
ID3266,Own - None,151.44
ID3267,Own - None,598.52
ID3268,Own - None,116.8
ID3269,Own - None,80.04
ID3270,Own - None,74.28
ID3271,Own - None,127.56
ID3272,Rent - Not Specified,112.44
ID3273,Own - None,86.04
ID3274,Own - None,43.48
ID3275,Rent - Not Specified,0.0
ID3276,Own - None,85.52
ID3277,Own - Renters,95.36
ID3278,Own - None,235.08
ID3279,Own - None,429.68
ID3280,Own - None,104.88
ID3281,Own - None,106.56
ID3282,Own - None,176.36
ID3283,Own - None,129.12
ID3284,Own - None,414.28
ID3285,Own - None,36.48
ID3286,Rent - Not Specified,66.12
ID3287,Own - None,114.36
ID3288,Own - None,103.08
ID3289,Own - None,81.0
ID3290,Rent - Not Specified,67.24
ID3291,Own - None,80.84
ID3292,Own - None,39.44
ID3293,Own - None,281.08
ID3294,Rent - Not Specified,81.84
ID3295,Own - None,84.04
ID3296,Own - None,114.44
ID3297,Own - None,45.4
ID3298,Own - None,135.68
ID3299,Own - None,170.2
ID3300,Own - None,20.92
ID3301,Own - None,103.76
ID3302,Own - None,76.08
ID3303,Own - None,9.72
ID3304,Own - None,6.28
ID3305,Own - None,89.04
ID3306,Rent - Not Specified,84.48
ID3307,Own - None,355.32
ID3308,Own - None,90.52
ID3309,Own - None,111.16
ID3310,Own - None,65.08
ID3311,Own - None,195.28
ID3312,Own - None,151.04
ID3313,Own - None,60.36
ID3314,Own - None,175.4
ID3315,Own - None,150.0
ID3316,Rent Free - Not Specified,61.36
ID3317,Own - None,10.96
ID3318,Own - None,0.0
ID3319,Own - None,94.8
ID3320,Own - None,105.56
ID3321,Own - None,130.96
ID3322,Rent - Not Specified,51.6
ID3323,Own - None,41.28
ID3324,Own - None,102.6
ID3325,Own - None,78.36
ID3326,Own - None,159.32
ID3327,Own - None,75.56
ID3328,Own - None,50.76
ID3329,Own - None,72.96
ID3330,Own - None,119.84
ID3331,Own - None,83.84
ID3332,Own - None,171.32
ID3333,Own - None,59.68
ID3334,Own - None,82.8
ID3335,Own - None,8.04
ID3336,Own - None,52.88
ID3337,Own - None,31.8
ID3338,Own - None,240.2
ID3339,Own - None,164.4
ID3340,Own - None,108.28
ID3341,Own - None,510.68
ID3342,Own - None,80.12
ID3343,Own - None,102.36
ID3344,Own - None,80.36
ID3345,Rent - Not Specified,65.92
ID3346,Own - None,156.76
ID3347,Rent - Not Specified,134.44
ID3348,Own - None,143.32
ID3349,Rent - Not Specified,112.24
ID3350,Own - None,126.32
ID3351,Rent Free - Not Specified,198.08
ID3352,Own - None,106.52
ID3353,Own - None,102.24
ID3354,Own - None,20.28
ID3355,Own - Boarders,78.4
ID3356,Rent Free - Not Specified,173.56
ID3357,Rent - Not Specified,47.28
ID3358,Own - Renters,75.88
ID3359,Rent - Not Specified,75.88
ID3360,Own - None,88.92
ID3361,Own - None,150.52
ID3362,Own - None,62.4
ID3363,Own - None,104.96
ID3364,Own - None,209.84
ID3365,Own - None,84.76
ID3366,Own - None,294.96
ID3367,Own - None,76.6
ID3368,Own - None,140.24
ID3369,Own - None,111.52
ID3370,Own - None,39.0
ID3371,Own - None,151.32
ID3372,Own - None,71.52
ID3373,Rent - Not Specified,115.68
ID3374,Own - None,16.76
ID3375,Own - None,127.12
ID3376,Own - None,230.96
ID3377,Own - None,58.4
ID3378,Rent - Not Specified,88.52
ID3379,Own - None,99.04
ID3380,Own - None,66.08
ID3381,Own - None,74.36
ID3382,Rent - Not Specified,77.2
ID3383,Own - None,65.16
ID3384,Own - None,56.56
ID3385,Own - None,509.96
ID3386,Own - None,70.4
ID3387,Own - None,149.16
ID3388,Own - None,202.52
ID3389,Own - None,128.56
ID3390,Rent - Not Specified,50.6
ID3391,Own - None,107.72
ID3392,Own - None,60.68
ID3393,Own - None,101.58333333333333
ID3394,Own - None,134.68
ID3395,Own - None,410.04545454545456
ID3396,Own - None,174.2
ID3397,Own - None,141.84
ID3398,Own - Renters,107.2
ID3399,Own - None,462.48
ID3400,Rent - Not Specified,91.68
ID3401,Own - None,83.64
ID3402,Own - None,44.68
ID3403,Rent - Not Specified,40.76
ID3404,Own - None,184.0
ID3405,Own - None,159.8
ID3406,Own - None,89.16
ID3407,Own - None,23.52
ID3408,Own - None,77.16
ID3409,Own - None,32.36
ID3410,Own - None,13.32
ID3411,Own - None,487.64
ID3412,Own - None,154.28
ID3413,Own - None,109.84
ID3414,Rent - Not Specified,135.56
ID3415,Rent - Not Specified,82.76
ID3416,Own - None,117.04
ID3417,Own - None,58.04
ID3418,Own - None,91.12
ID3419,Own - None,76.76
ID3420,Own - None,108.04
ID3421,Own - None,95.44
ID3422,Own - None,98.2
ID3423,Own - None,79.48
ID3424,Own - None,119.88
ID3425,Own - None,120.6
ID3426,Rent - Not Specified,14.4
ID3427,Own - None,8.76
ID3428,Own - None,55.08
ID3429,Own - None,130.08
ID3430,Own - None,244.16
ID3431,Own - None,118.52
ID3432,Own - None,189.36
ID3433,Own - None,106.32
ID3434,Own - Renters,53.08
ID3435,Own - None,74.72
ID3436,Own - None,56.72
ID3437,Rent - Not Specified,78.8
ID3438,Own - None,385.52
ID3439,Own - None,246.68
ID3440,Rent Free - Not Specified,91.52
ID3441,Own - Renters,398.24
ID3442,Own - None,90.88
ID3443,Own - None,74.6
ID3444,Own - None,343.88
ID3445,Own - None,187.56
ID3446,Own - None,14.72
ID3447,Rent - Not Specified,75.28
ID3448,Own - Renters,43.48
ID3449,Own - None,51.4
ID3450,Own - None,173.24
ID3451,Own - None,178.28
ID3452,Own - None,135.04
ID3453,Own - None,68.26315789473684
ID3454,Own - None,312.8636363636364
ID3455,Own - None,2.76
ID3456,Own - None,102.8
ID3457,Own - None,221.68
ID3458,Own - None,73.24
ID3459,Own - None,133.6
ID3460,Own - None,136.32
ID3461,Own - None,20.4
ID3462,Own - None,63.68
ID3463,Own - None,192.12
ID3464,Own - None,130.72
ID3465,Own - Renters,183.88
ID3466,Own - None,322.32
ID3467,Own - None,115.92
ID3468,Own - None,158.36
ID3469,Own - None,162.66666666666666
ID3470,Own - None,111.72
ID3471,Own - None,404.52
ID3472,Rent - Not Specified,93.56
ID3473,Own - None,179.6
ID3474,Own - None,89.96
ID3475,Own - None,217.6
ID3476,Own - None,241.72
ID3477,Rent - Not Specified,171.28
ID3478,Rent - Not Specified,28.84
ID3479,Own - None,785.44
ID3480,Own - None,429.6
ID3481,Own - None,25.3125
ID3482,Rent - Not Specified,145.76
ID3483,Own - None,82.52
ID3484,Own - None,107.04
ID3485,Own - None,181.96
ID3486,Own - None,131.76
ID3487,Own - None,240.8
ID3488,Own - None,234.4
ID3489,Rent - Not Specified,155.04
ID3490,Own - None,39.04
ID3491,Own - None,242.68
ID3492,Own - None,126.36
ID3493,Own - None,100.96
ID3494,Own - None,87.72
ID3495,Own - None,173.68
ID3496,Own - None,26.84
ID3497,Own - None,62.52
ID3498,Own - None,20.4
ID3499,Own - None,96.72
ID3500,Own - Renters,98.88
ID3501,Own - None,110.68
ID3502,Own - None,280.2
ID3503,Own - None,97.64
ID3504,Own - None,76.92
ID3505,Own - None,79.64
ID3506,Own - None,424.88
ID3507,Own - None,199.88
ID3508,Own - None,64.92
ID3509,Own - None,158.52
ID3510,Own - None,104.12
ID3511,Own - None,32.76
ID3512,Own - None,108.8
ID3513,Own - None,129.76
ID3514,Rent - Not Specified,68.0
ID3515,Own - None,195.0
ID3516,Own - None,3.8636363636363638
ID3517,Own - None,84.88
ID3518,Own - None,15.64
ID3519,Own - None,145.92
ID3520,Own - None,132.64
ID3521,Own - None,134.08
ID3522,Own - None,80.8
ID3523,Own - None,25.8
ID3524,Own - None,80.2
ID3525,Own - None,93.24
ID3526,Own - None,156.6
ID3527,Rent - Not Specified,199.52
ID3528,Own - None,103.88
ID3529,Own - None,36.68
ID3530,Own - None,114.04
ID3531,Own - None,120.96
ID3532,Own - None,138.64
ID3533,Own - None,31.84
ID3534,Rent - Not Specified,141.0
ID3535,Own - None,99.88
ID3536,Own - None,30.291666666666668
ID3537,Own - None,107.2
ID3538,Own - None,140.4
ID3539,Own - None,42.541666666666664
ID3540,Own - None,298.68
ID3541,Own - None,108.2
ID3542,Rent - Not Specified,95.84
ID3543,Own - None,55.16
ID3544,Own - None,250.64
ID3545,Own - None,173.0
ID3546,Own - None,55.64
ID3547,Own - None,58.2
ID3548,Own - None,116.92
ID3549,Own - None,95.8
ID3550,Own - None,109.52
ID3551,Own - None,156.64
ID3552,Own - None,175.16
ID3553,Own - None,78.08
ID3554,Own - None,96.24
ID3555,Own - None,307.2857142857143
ID3556,Own - None,72.2
ID3557,Own - None,112.64
ID3558,Rent Free - Not Specified,178.68
ID3559,Own - None,119.44
ID3560,Own - None,24.68
ID3561,Own - None,109.64
ID3562,Own - None,72.72
ID3563,Own - None,130.32
ID3564,Own - None,170.24
ID3565,Own - None,137.84
ID3566,Own - None,19.12
ID3567,Own - None,35.52
ID3568,Own - None,124.08
ID3569,Rent - Not Specified,68.52
ID3570,Own - None,90.76
ID3571,Own - None,81.48
ID3572,Own - None,94.84
ID3573,Own - None,74.08
ID3574,Own - None,396.88
ID3575,Own - None,49.16
ID3576,Own - None,78.36
ID3577,Own - None,218.8
ID3578,Own - None,72.84
ID3579,Own - None,36.32
ID3580,Own - None,133.36
ID3581,Own - None,58.56
ID3582,Own - None,47.36
ID3583,Own - None,37.08
ID3584,Own - None,135.72
ID3585,Own - None,177.34782608695653
ID3586,Own - None,55.52
ID3587,Own - None,119.64
ID3588,Own - None,95.78947368421052
ID3589,Own - None,91.52
ID3590,Rent - Not Specified,58.24
ID3591,Rent - Not Specified,127.88
ID3592,Rent - Not Specified,53.44
ID3593,Rent - Not Specified,16.96
ID3594,Own - None,109.92
ID3595,Own - None,66.17391304347827
ID3596,Own - None,379.72
ID3597,Own - None,145.76
ID3598,Own - None,125.28
ID3599,Own - None,52.96
ID3600,Rent - Not Specified,352.96
ID3601,Own - None,294.8888888888889
ID3602,Own - None,210.84
ID3603,Own - None,79.48
ID3604,Own - None,11.8
ID3605,Own - None,71.12
ID3606,Own - None,116.68
ID3607,Own - None,280.32
ID3608,Rent - Not Specified,220.92
ID3609,Rent - Not Specified,18.36
ID3610,Own - None,144.76
ID3611,Own - None,112.76
ID3612,Rent - Not Specified,84.56
ID3613,Own - Boarders,170.0
ID3614,Own - None,41.08
ID3615,Own - None,114.6
ID3616,Own - None,71.2
ID3617,Own - None,173.8
ID3618,Own - None,105.64
ID3619,Own - None,99.2
ID3620,Own - None,170.32
ID3621,Own - None,55.24
ID3622,Own - None,149.72
ID3623,Own - None,228.48
ID3624,Own - None,1494.04
ID3625,Own - None,256.24
ID3626,Own - None,48.12
ID3627,Own - None,0.0
ID3628,Own - None,69.44
ID3629,Own - None,183.96
ID3630,Own - None,96.9090909090909
ID3631,Own - None,106.44
ID3632,Own - None,405.375
ID3633,Own - None,393.32
ID3634,Own - None,88.88
ID3635,Own - None,159.88
ID3636,Own - None,74.76
ID3637,Own - None,68.52
ID3638,Own - None,76.24
ID3639,Own - None,48.0
ID3640,Own - None,186.92
ID3641,Own - None,82.88
ID3642,Own - Renters,27.0
ID3643,Own - None,196.08
ID3644,Rent - Not Specified,58.08
ID3645,Own - None,472.08
ID3646,Own - None,128.56
ID3647,Own - None,400.2
ID3648,Own - None,84.04
ID3649,Own - None,68.08
ID3650,Own - None,110.52
ID3651,Own - None,143.48
ID3652,Own - None,101.92
ID3653,Own - None,23.0
ID3654,Own - None,60.16
ID3655,Own - None,230.0
ID3656,Own - None,55.84
ID3657,Own - None,74.76
ID3658,Own - None,165.08
ID3659,Own - None,61.68
ID3660,Own - None,72.16
ID3661,Rent - Not Specified,143.36
ID3662,Own - None,754.16
ID3663,Own - None,217.64
ID3664,Own - None,105.04
ID3665,Own - None,243.04
ID3666,Own - None,66.36
ID3667,Own - None,98.12
ID3668,Own - None,458.6
ID3669,Rent - Not Specified,106.56
ID3670,Rent - Not Specified,138.24
ID3671,Own - None,87.54166666666667
ID3672,Rent - Not Specified,83.08
ID3673,Own - None,80.125
ID3674,Own - None,78.12
ID3675,Own - None,41.4
ID3676,Own - None,73.68
ID3677,Own - Boarders,136.24
ID3678,Own - None,158.0952380952381
ID3679,Own - None,53.96
ID3680,Own - None,76.76
ID3681,Own - None,147.0
ID3682,Own - None,128.96
ID3683,Own - None,20.28
ID3684,Own - None,132.32
ID3685,Own - None,76.52
ID3686,Own - None,185.52
ID3687,Rent - Not Specified,33.8
ID3688,Rent - Not Specified,58.6
ID3689,Own - None,98.6
ID3690,Own - None,158.64
ID3691,Own - None,119.68
ID3692,Own - None,260.24
ID3693,Own - None,172.72
ID3694,Own - None,51.6
ID3695,Own - None,52.88
ID3696,Own - None,202.08695652173913
ID3697,Own - None,199.32
ID3698,Own - None,93.16
ID3699,Own - None,67.8
ID3700,Own - None,56.92
ID3701,Own - None,84.32
ID3702,Own - None,57.12
ID3703,Own - None,26.08
ID3704,Own - None,85.52
ID3705,Rent - Not Specified,91.16
ID3706,Own - None,77.36
ID3707,Own - None,34.0
ID3708,Own - None,45.714285714285715
ID3709,Own - None,28.56
ID3710,Own - None,110.28
ID3711,Rent - Not Specified,53.73913043478261
ID3712,Own - None,119.4
ID3713,Rent - Not Specified,129.36
ID3714,Own - None,135.8
ID3715,Own - None,94.56
ID3716,Rent - Not Specified,53.48
ID3717,Rent - Not Specified,64.8
ID3718,Own - None,67.96
ID3719,Own - None,42.28
ID3720,Own - None,185.92
ID3721,Own - None,98.08
ID3722,Own - None,87.56
ID3723,Own - None,372.16
ID3724,Own - None,114.84
ID3725,Own - None,176.44
ID3726,Rent - Not Specified,146.64
ID3727,Own - None,188.08
ID3728,Own - None,308.88
ID3729,Own - None,65.76
ID3730,Own - None,342.88
ID3731,Own - None,130.32
ID3732,Own - Renters,30.4
ID3733,Own - None,471.36
ID3734,Own - None,31.68
ID3735,Own - None,142.76
ID3736,Own - None,379.16
ID3737,Own - None,449.08
ID3738,Own - None,105.92
ID3739,Own - None,85.04
ID3740,Own - None,83.56
ID3741,Own - None,88.6
ID3742,Own - None,103.24
ID3743,Own - None,23.2
ID3744,Own - None,83.92
ID3745,Own - None,137.12
ID3746,Own - None,101.24
ID3747,Own - None,113.32
ID3748,Own - None,113.68
ID3749,Own - None,95.88
ID3750,Rent - Not Specified,127.88
