household_ID,avg_consumption,total_hours_appliances,num_appliances,num_lights,socio_economic_class
ID1061,53.76,175.75,7.0,8.0,SEC B
ID1062,100.92,219.3,19.0,15.0,SEC D
ID1063,34.36,50.0,9.0,9.0,SEC C
ID1064,55.19047619047619,5.0,7.0,6.0,SEC E
ID1065,146.44,240.45,11.0,8.0,SEC C
ID1066,122.16,174.5,11.0,10.0,SEC B
ID1067,129.4,206.89,16.0,20.0,SEC D
ID1068,77.52,182.9,5.0,7.0,SEC B
ID1069,66.12,213.63,11.0,8.0,SEC B
ID1070,96.88,51.5,9.0,5.0,SEC E
ID1071,206.48,155.25,9.0,7.0,SEC A
ID1072,89.04,160.0,6.0,5.0,SEC C
ID1073,91.92,186.0,14.0,12.0,SEC A
ID1074,166.65217391304347,183.0,8.0,7.0,SEC D
ID1075,47.68,245.0,8.0,5.0,SEC D
ID1076,68.24,175.6,7.0,6.0,SEC D
ID1077,87.84,222.55,20.0,14.0,SEC C
ID1078,174.92,3.0,7.0,14.0,SEC B
ID1079,362.28,245.0,9.0,8.0,SEC C
ID1080,110.52,180.41,20.0,4.0,SEC B
ID1081,101.64,342.81,8.0,9.0,SEC E
ID1082,39.95652173913044,18.07,7.0,9.0,SEC C
ID1083,116.84,193.16,14.0,6.0,SEC C
ID1084,263.28,168.0,7.0,19.0,SEC C
ID1085,58.64,186.6,9.0,8.0,SEC A
ID1086,164.52631578947367,172.74,14.0,12.0,SEC A
ID1087,101.88,170.5,6.0,6.0,SEC C
ID1088,80.95833333333333,255.0,8.0,6.0,SEC D
ID1089,208.76,173.0,14.0,11.0,SEC C
ID1090,66.56,47.0,10.0,9.0,SEC D
ID1091,122.0,348.0,26.0,15.0,SEC B
ID1092,98.16,213.42,11.0,10.0,SEC D
ID1093,75.2,110.33,16.0,13.0,SEC A
ID1094,383.72,606.91,31.0,36.0,SEC A
ID1095,56.8,205.0,12.0,10.0,SEC C
ID1096,125.6,78.3,10.0,7.0,SEC C
ID1097,206.65217391304347,196.25,14.0,34.0,SEC B
ID1098,84.25,30.75,5.0,8.0,SEC C
ID1099,22.08,0.5,1.0,2.0,SEC D
ID1100,128.4,251.0,15.0,25.0,SEC A
ID1101,251.48,243.15,11.0,8.0,SEC A
ID1102,143.2,275.97,16.0,7.0,SEC A
ID1103,125.96,207.62,12.0,11.0,SEC A
ID1104,58.68,188.31,7.0,11.0,SEC C
ID1105,79.4,200.0,12.0,5.0,SEC B
ID1106,94.8,204.0,16.0,13.0,SEC B
ID1107,79.92,27.6,12.0,13.0,SEC B
ID1108,249.64,84.0,5.0,7.0,SEC E
ID1109,27.36,0.25,3.0,6.0,SEC E
ID1110,178.64,259.27,16.0,12.0,SEC C
ID1111,231.12,195.35,19.0,13.0,SEC C
ID1112,43.16,237.43,16.0,18.0,SEC B
ID1113,59.88,29.5,6.0,8.0,SEC C
ID1114,235.88,235.5,29.0,46.0,SEC B
ID1115,139.52,238.5,19.0,20.0,SEC C
ID1116,53.0,37.5,12.0,5.0,SEC B
ID1117,109.77272727272727,216.25,25.0,10.0,SEC B
ID1118,59.28,149.0,5.0,4.0,SEC E
ID1119,63.96,169.75,6.0,5.0,SEC C
ID1120,33.12,24.5,3.0,14.0,SEC B
ID1121,188.8,43.0,7.0,6.0,SEC E
ID1122,113.76,198.0,8.0,5.0,SEC C
ID1123,93.76,174.25,11.0,16.0,SEC B
ID1124,121.84,245.91,9.0,9.0,SEC D
ID1125,65.04,300.5,21.0,19.0,SEC A
ID1126,254.92,194.0,14.0,12.0,SEC C
ID1127,258.5416666666667,210.0,12.0,13.0,SEC A
ID1128,169.72,297.1,15.0,12.0,SEC B
ID1129,41.32,0.0,1.0,4.0,SEC E
ID1130,84.96,157.17000000000002,12.0,18.0,SEC D
ID1131,129.0,177.0,12.0,8.0,SEC B
ID1132,901.68,564.593,34.0,29.0,SEC C
ID1133,73.4,189.82999999999998,17.0,13.0,SEC C
ID1134,135.28,211.4,9.0,7.0,SEC C
ID1135,62.48,175.58,10.0,12.0,SEC C
ID1136,85.0,183.5,16.0,15.0,SEC C
ID1137,51.666666666666664,12.0,13.0,14.0,SEC C
ID1138,102.68,141.32999999999998,14.0,7.0,SEC C
ID1139,132.58333333333334,217.82999999999998,9.0,16.0,SEC C
ID1140,85.32,202.75,10.0,8.0,SEC E
ID1141,142.08,107.66,18.0,21.0,SEC C
ID1142,449.5833333333333,216.46,31.0,60.0,SEC B
ID1143,104.24,201.0,16.0,9.0,SEC B
ID1144,140.52,177.0,8.0,8.0,SEC C
ID1145,104.76,177.66,9.0,10.0,SEC D
ID1146,80.92,222.35,15.0,16.0,SEC C
ID1147,122.76,171.325,16.0,6.0,SEC B
ID1148,460.4,179.7,14.0,20.0,SEC A
ID1149,100.28,173.0,7.0,9.0,SEC B
ID1150,122.0,179.2,9.0,15.0,SEC C
ID1151,120.96,269.2,25.0,24.0,SEC C
ID1152,51.36,183.0,7.0,3.0,SEC E
ID1153,79.28,168.8,7.0,11.0,SEC C
ID1154,32.68,14.83,6.0,4.0,SEC D
ID1155,54.72,0.5,3.0,6.0,SEC E
ID1156,156.88,430.7,28.0,28.0,SEC B
ID1157,63.16,176.14,16.0,16.0,SEC C
ID1158,77.2,84.0,1.0,8.0,SEC D
ID1159,388.92,241.0,6.0,5.0,SEC B
ID1160,68.84,230.0,19.0,11.0,SEC C
ID1161,95.72,251.75,7.0,6.0,SEC C
ID1162,14.608695652173912,205.0,7.0,4.0,SEC C
ID1163,376.56,198.5,11.0,6.0,SEC C
ID1164,154.44,225.25,17.0,17.0,SEC C
ID1165,1015.56,568.73,51.0,137.0,SEC A
ID1166,84.04,176.25,10.0,16.0,SEC B
ID1167,113.2,67.0,18.0,25.0,SEC A
ID1168,102.16,199.0,16.0,12.0,SEC B
ID1169,52.68,107.69000000000001,16.0,9.0,SEC C
ID1170,26.12,21.0,7.0,6.0,SEC E
ID1171,110.28,197.75,13.0,5.0,SEC C
ID1172,33.24,14.0,3.0,3.0,SEC E
ID1173,24.16,183.5,5.0,7.0,SEC B
ID1174,48.68,192.5,15.0,9.0,SEC D
ID1175,226.76,381.65,21.0,50.0,SEC B
ID1176,274.72,374.5,26.0,49.0,SEC D
ID1177,243.84,172.058,13.0,10.0,SEC B
ID1178,31.16,192.0,5.0,7.0,SEC D
ID1179,30.52,1.1600000000000001,4.0,5.0,SEC C
ID1180,147.92,153.38,13.0,10.0,SEC B
ID1181,68.36,1.8,11.0,4.0,SEC D
ID1182,70.2,181.5,21.0,20.0,SEC B
ID1183,237.52,240.5,25.0,24.0,SEC A
ID1184,492.64,200.71,34.0,41.0,SEC A
ID1185,39.6,170.92,10.0,9.0,SEC C
ID1186,47.16,33.06,18.0,18.0,SEC A
ID1187,67.68,244.483,12.0,12.0,SEC E
ID1188,250.44,169.27,7.0,7.0,SEC B
ID1189,214.92,186.99,12.0,14.0,SEC C
ID1190,31.76,213.0,15.0,8.0,SEC A
ID1191,215.52,216.23,20.0,20.0,SEC A
ID1192,106.16,215.017,16.0,23.0,SEC E
ID1193,185.76,199.75,12.0,8.0,SEC C
ID1194,78.12,218.0,9.0,6.0,SEC C
ID1195,31.904761904761905,168.0,5.0,4.0,SEC B
ID1196,217.6,199.25,9.0,12.0,SEC C
ID1197,189.84,224.85,23.0,43.0,SEC A
ID1198,50.88,23.5,10.0,11.0,SEC C
ID1199,136.08,234.7,11.0,13.0,SEC B
ID1200,92.52,207.82999999999998,10.0,8.0,SEC A
ID1201,112.48,194.5,8.0,10.0,SEC B
ID1202,100.76,197.0,7.0,5.0,SEC D
ID1203,184.4,311.25,13.0,18.0,SEC B
ID1204,69.52,199.3,18.0,23.0,SEC A
ID1205,172.88,0.25,1.0,2.0,SEC C
ID1206,68.0,97.25,10.0,13.0,SEC B
ID1207,64.64,211.25,13.0,12.0,SEC D
ID1208,297.04,7.0,2.0,5.0,SEC B
ID1209,91.36,1.0,3.0,5.0,SEC B
ID1210,55.44,22.5,8.0,6.0,SEC C
ID1211,150.32,307.25,18.0,15.0,SEC B
ID1212,93.64,350.5,12.0,17.0,SEC B
ID1213,67.64,184.41,13.0,6.0,SEC A
ID1214,422.32,239.32999999999998,21.0,80.0,SEC D
ID1215,90.88,261.25,17.0,9.0,SEC C
ID1216,96.29166666666667,201.0,19.0,12.0,SEC B
ID1217,106.96,179.3,12.0,17.0,SEC A
ID1218,67.84,2.0,2.0,4.0,SEC C
ID1219,78.24,174.75,13.0,13.0,SEC C
ID1220,89.04,168.75,7.0,10.0,SEC C
ID1221,72.66666666666667,176.0,5.0,7.0,SEC C
ID1222,64.24,135.48,10.0,8.0,SEC C
ID1223,75.88,217.75,24.0,16.0,SEC A
ID1224,158.04,235.0,22.0,14.0,SEC B
ID1225,130.92,244.465,14.0,18.0,SEC A
ID1226,12.24,40.0,6.0,6.0,SEC A
ID1227,249.72,175.31,10.0,100.0,SEC B
ID1228,177.84,176.0,12.0,25.0,SEC D
ID1229,200.88,215.35,13.0,8.0,SEC C
ID1230,136.08,212.0,13.0,5.0,SEC C
ID1231,134.92,233.5,14.0,25.0,SEC C
ID1232,108.56,190.308,17.0,11.0,SEC C
ID1233,102.08,103.75,11.0,10.0,SEC B
ID1234,94.76,188.74,16.0,9.0,SEC C
ID1235,90.84,174.32,20.0,11.0,SEC B
ID1236,199.12,191.75,28.0,19.0,SEC B
ID1237,134.48,182.58,15.0,7.0,SEC A
ID1238,112.28,218.5,10.0,5.0,SEC B
ID1239,47.64,21.5,7.0,6.0,SEC D
ID1240,147.28,225.0,7.0,10.0,SEC D
ID1241,56.92,193.5,8.0,7.0,SEC C
ID1242,7.08,1.0,3.0,7.0,SEC C
ID1243,64.0,172.25,13.0,45.0,SEC D
ID1244,229.72,198.4,27.0,14.0,SEC A
ID1245,86.28,85.0,10.0,6.0,SEC C
ID1246,136.76,206.96,17.0,12.0,SEC B
ID1247,150.95833333333334,190.16,18.0,41.0,SEC A
ID1248,68.6,184.0,11.0,7.0,SEC B
ID1249,142.2,468.27,29.0,16.0,SEC A
ID1250,81.12,78.16,14.0,8.0,SEC A
ID1251,253.36,196.88,16.0,9.0,SEC C
ID1252,75.68,13.83,12.0,11.0,SEC B
ID1253,125.84,90.98,21.0,10.0,SEC A
ID1254,158.2,198.11,26.0,25.0,SEC A
ID1255,134.04166666666666,182.89,19.0,16.0,SEC A
ID1256,151.6,253.0,15.0,56.0,SEC B
ID1257,131.4,210.75,20.0,14.0,SEC B
ID1258,115.92,271.08,28.0,18.0,SEC A
ID1259,37.48,151.0,21.0,11.0,SEC C
ID1260,0.32,224.0,6.0,5.0,SEC E
ID1261,71.2,208.13,8.0,7.0,SEC D
ID1262,429.48,307.42,22.0,16.0,SEC A
ID1263,117.56,194.57999999999998,13.0,10.0,SEC C
ID1264,64.28,174.5,12.0,7.0,SEC C
ID1265,101.8,185.32,12.0,5.0,SEC E
ID1266,51.84,44.0,12.0,6.0,SEC D
ID1267,134.8,206.0,11.0,5.0,SEC C
ID1268,59.32,172.0,11.0,7.0,SEC D
ID1269,1.64,127.0,11.0,14.0,SEC C
ID1270,86.28,88.5,11.0,5.0,SEC C
ID1271,197.04,358.95,16.0,27.0,SEC B
ID1272,578.68,146.25,10.0,6.0,SEC B
ID1273,346.4,288.05,22.0,9.0,SEC A
ID1274,156.32,210.0,13.0,7.0,SEC B
ID1275,124.2,1.7,13.0,10.0,SEC B
ID1276,87.16,210.0,11.0,6.0,SEC E
ID1277,189.48,238.25,18.0,13.0,SEC A
ID1278,78.36,211.0,8.0,6.0,SEC E
ID1279,116.12,199.3,8.0,7.0,SEC C
ID1280,45.52,127.5,7.0,8.0,SEC D
ID1281,61.28,228.25,14.0,8.0,SEC C
ID1282,301.76,363.0,38.0,34.0,SEC B
ID1283,113.32,173.25,12.0,9.0,SEC C
ID1284,763.36,235.2,16.0,7.0,SEC A
ID1285,7.0,14.0,2.0,3.0,SEC E
ID1286,63.12,202.075,8.0,13.0,SEC C
ID1287,326.0,317.02,30.0,41.0,SEC A
ID1288,163.24,189.0,12.0,9.0,SEC E
ID1289,9.84,185.75,15.0,6.0,SEC B
ID1290,238.4,196.49,22.0,46.0,SEC A
ID1291,85.52,130.3,8.0,7.0,SEC D
ID1292,219.76,245.13,22.0,9.0,SEC B
ID1293,16.16,171.0,5.0,7.0,SEC D
ID1294,17.2,295.0,19.0,8.0,SEC D
ID1295,86.08,28.0,3.0,12.0,SEC D
ID1296,93.64,212.97,13.0,18.0,SEC D
ID1297,69.4,4.5,6.0,6.0,SEC E
ID1298,120.28,81.0,5.0,5.0,SEC C
ID1299,117.12,198.0,18.0,11.0,SEC A
ID1300,102.56,208.03300000000002,7.0,7.0,SEC C
ID1301,124.72,213.95,11.0,6.0,SEC B
ID1302,105.68,221.0,16.0,14.0,SEC C
ID1303,29.96,140.0,5.0,5.0,SEC D
ID1304,148.4,170.25,5.0,5.0,SEC D
ID1305,134.8,201.0,15.0,11.0,SEC A
ID1306,44.52,103.5,12.0,24.0,SEC C
ID1307,162.88,259.5,11.0,5.0,SEC A
ID1308,46.64,0.0,1.0,6.0,SEC E
ID1309,26.44,40.0,8.0,3.0,SEC D
ID1310,85.88,171.0,3.0,5.0,SEC D
ID1311,81.64,8.0,3.0,6.0,SEC E
ID1312,73.36,178.5,14.0,20.0,SEC B
ID1313,51.2,71.0,4.0,4.0,SEC B
ID1314,163.16,247.0,9.0,10.0,SEC C
ID1315,123.84,185.83,13.0,11.0,SEC C
ID1316,110.8,228.6,15.0,13.0,SEC D
ID1317,57.92,70.66,4.0,5.0,SEC D
ID1318,25.44,9.0,13.0,18.0,SEC C
ID1319,41.12,169.58,7.0,7.0,SEC D
ID1320,69.88,193.32999999999998,15.0,15.0,SEC C
ID1321,199.88,233.75,16.0,16.0,SEC A
ID1322,170.72,178.0,14.0,6.0,SEC C
ID1323,171.92,408.88,24.0,13.0,SEC B
ID1324,86.85714285714286,72.0,3.0,4.0,SEC E
ID1325,74.08,177.0,8.0,12.0,SEC C
ID1326,43.04,87.3,7.0,7.0,SEC E
ID1327,124.88,167.32999999999998,14.0,7.0,SEC E
ID1328,151.4,224.56,14.0,8.0,SEC A
ID1329,190.48,232.5,14.0,6.0,SEC D
ID1330,182.4,175.25,11.0,17.0,SEC D
ID1331,41.32,28.75,6.0,4.0,SEC C
ID1332,65.4,43.0,3.0,5.0,SEC D
ID1333,176.32,148.15,11.0,10.0,SEC B
ID1334,174.28,199.89,14.0,13.0,SEC C
ID1335,425.72,191.0,15.0,16.0,SEC B
ID1336,238.68,300.0,23.0,12.0,SEC A
ID1337,105.88,188.75,14.0,12.0,SEC C
ID1338,114.48,199.93,17.0,18.0,SEC A
ID1339,81.0,115.0,9.0,3.0,SEC C
ID1340,54.92,13.25,9.0,11.0,SEC D
ID1341,15.96,12.0,7.0,9.0,SEC D
ID1342,108.0,239.15,6.0,5.0,SEC E
ID1343,112.0,89.0,13.0,14.0,SEC D
ID1344,92.56,190.5,13.0,6.0,SEC B
ID1345,284.08,186.0,8.0,7.0,SEC D
ID1346,206.84,180.6,16.0,35.0,SEC C
ID1347,76.56,179.315,10.0,5.0,SEC C
ID1348,82.72,20.0,11.0,15.0,SEC A
ID1349,9.04,229.5,25.0,10.0,SEC A
ID1350,264.6,98.0,11.0,11.0,SEC D
ID1351,143.2,197.825,18.0,13.0,SEC B
ID1352,82.12,169.0,6.0,10.0,SEC A
ID1353,101.8,220.5,10.0,19.0,SEC A
ID1354,224.12,178.63,21.0,16.0,SEC B
ID1355,124.48,130.05,9.0,8.0,SEC D
ID1356,83.32,233.0,18.0,7.0,SEC B
ID1357,177.8,217.6,24.0,19.0,SEC A
ID1358,137.44,170.99,19.0,11.0,SEC A
ID1359,82.64,186.0,16.0,18.0,SEC A
ID1360,65.56,161.0,3.0,6.0,SEC D
ID1361,91.32,45.25,9.0,13.0,SEC C
ID1362,211.4,298.67,25.0,14.0,SEC B
ID1363,92.16,199.97,14.0,32.0,SEC C
ID1364,161.92,178.16,9.0,12.0,SEC C
ID1365,42.44,51.0,6.0,7.0,SEC D
ID1366,95.32,161.0,9.0,15.0,SEC C
ID1367,96.92,198.5,12.0,6.0,SEC D
ID1368,39.88,201.0,7.0,7.0,SEC D
ID1369,136.8,199.56,10.0,20.0,SEC C
ID1370,61.68,364.71,23.0,22.0,SEC B
ID1371,87.24,94.8,18.0,11.0,SEC C
ID1372,49.0,183.75,9.0,13.0,SEC C
ID1373,55.72,96.75,10.0,15.0,SEC C
ID1374,135.72,253.5,15.0,5.0,SEC E
ID1375,99.625,211.0,10.0,8.0,SEC D
ID1376,13.48,210.5,13.0,10.0,SEC C
ID1377,329.88,204.9,34.0,53.0,SEC A
ID1378,207.8,218.16,18.0,20.0,SEC A
ID1379,172.04,203.99,16.0,12.0,SEC A
ID1380,37.4,94.0,7.0,2.0,SEC E
ID1381,167.96,205.62,15.0,7.0,SEC C
ID1382,156.6,183.25,12.0,11.0,SEC C
ID1383,82.56,203.25,16.0,13.0,SEC C
ID1384,153.6,220.5,14.0,7.0,SEC A
ID1385,130.12,204.0,11.0,3.0,SEC C
ID1386,82.0,21.0,2.0,6.0,SEC B
ID1387,35.56,203.0,10.0,7.0,SEC C
ID1388,211.28,258.35,22.0,15.0,SEC A
ID1389,55.92,203.9,13.0,6.0,SEC D
ID1390,24.84,16.75,6.0,5.0,SEC B
ID1391,82.32,123.5,18.0,7.0,SEC C
ID1392,201.92,217.0,23.0,10.0,SEC C
ID1393,101.2,442.0,35.0,10.0,SEC A
ID1394,135.92,197.0,7.0,16.0,SEC D
ID1395,80.12,235.5,10.0,4.0,SEC C
ID1396,127.4,51.1,12.0,5.0,SEC B
ID1397,9.0,260.0,29.0,10.0,SEC C
ID1398,84.64,211.5,13.0,10.0,SEC D
ID1399,195.92,301.25,16.0,14.0,SEC A
ID1400,508.68,218.75,30.0,27.0,SEC A
ID1401,9.84,22.0,4.0,9.0,SEC C
ID1402,87.0,63.5,10.0,3.0,SEC C
ID1403,21.48,1.0,3.0,3.0,SEC D
ID1404,97.44,199.0,8.0,12.0,SEC C
ID1405,0.0,270.0,23.0,6.0,SEC C
ID1406,170.04,187.0,13.0,29.0,SEC A
ID1407,166.96,194.25,14.0,16.0,SEC C
ID1408,122.28,221.35,18.0,11.0,SEC C
ID1409,40.72,159.0,5.0,4.0,SEC E
ID1410,190.72,247.25,11.0,12.0,SEC B
ID1411,95.68,241.5,5.0,7.0,SEC C
ID1412,88.72,17.83,8.0,7.0,SEC D
ID1413,72.56,199.08,13.0,10.0,SEC C
ID1414,101.65217391304348,265.15999999999997,10.0,6.0,SEC C
ID1415,225.88,199.06,19.0,15.0,SEC C
ID1416,56.84,20.0,3.0,3.0,SEC C
ID1417,154.56,179.75,7.0,6.0,SEC B
ID1418,63.76,256.25,12.0,13.0,SEC C
ID1419,45.88,64.5,6.0,3.0,SEC C
ID1420,199.96,221.57,25.0,34.0,SEC A
ID1421,89.48,242.0,10.0,4.0,SEC D
ID1422,83.6,2.421,13.0,8.0,SEC B
ID1423,137.56,151.0,9.0,8.0,SEC C
ID1424,112.0,152.75,15.0,12.0,SEC D
ID1425,116.12,257.75,13.0,10.0,SEC C
ID1426,109.76,169.33,9.0,11.0,SEC C
ID1427,66.16,144.57999999999998,11.0,5.0,SEC C
ID1428,18.64,0.12,3.0,5.0,SEC C
ID1429,93.28,205.4,15.0,17.0,SEC B
ID1430,73.64,190.5,7.0,3.0,SEC B
ID1431,22.16,3.0,3.0,3.0,SEC C
ID1432,31.92,188.42,13.0,12.0,SEC B
ID1433,101.88,197.25,9.0,4.0,SEC B
ID1434,58.72,22.0,6.0,5.0,SEC D
ID1435,88.92,195.55,10.0,6.0,SEC C
ID1436,96.72,198.0,8.0,7.0,SEC D
ID1437,96.28,189.0,17.0,18.0,SEC B
ID1438,59.95652173913044,75.35,18.0,21.0,SEC A
ID1439,31.4,17.45,8.0,7.0,SEC C
ID1440,53.84,176.33,6.0,7.0,SEC C
ID1441,48.64,255.75,12.0,5.0,SEC C
ID1442,43.24,3.0,7.0,5.0,SEC E
ID1443,219.96,162.0,12.0,17.0,SEC B
ID1444,112.82608695652173,172.75,7.0,5.0,SEC D
ID1445,171.12,4.58,14.0,14.0,SEC C
ID1446,9.24,0.35,4.0,7.0,SEC E
ID1447,85.12,15.35,6.0,4.0,SEC D
ID1448,24.2,180.25,7.0,5.0,SEC D
ID1449,116.88,154.75,10.0,16.0,SEC D
ID1450,65.64,2.33,5.0,5.0,SEC C
ID1451,54.08,42.83,8.0,6.0,SEC D
ID1452,117.16,193.0,11.0,7.0,SEC B
ID1453,36.4,212.75,10.0,7.0,SEC B
ID1454,151.16,254.75,21.0,40.0,SEC A
ID1455,184.12,209.0,12.0,9.0,SEC C
ID1456,87.72,14.5,9.0,4.0,SEC C
ID1457,88.72,168.33,7.0,7.0,SEC E
ID1458,355.08,278.56,25.0,19.0,SEC B
ID1459,84.08,191.32,12.0,11.0,SEC C
ID1460,49.52173913043478,22.0,6.0,6.0,SEC E
ID1461,253.52,185.91,27.0,34.0,SEC C
ID1462,122.96,176.08,11.0,13.0,SEC A
ID1463,18.04,0.0,1.0,4.0,SEC D
ID1464,56.28,200.5,7.0,8.0,SEC D
ID1465,114.68,195.75,13.0,20.0,SEC C
ID1466,178.36,169.25,10.0,8.0,SEC D
ID1467,12.28,17.0,6.0,5.0,SEC E
ID1468,72.88,183.0,6.0,5.0,SEC E
ID1469,84.44,379.0,14.0,5.0,SEC B
ID1470,127.4,172.58,15.0,11.0,SEC B
ID1471,82.48,225.45,6.0,9.0,SEC C
ID1472,191.72,221.58,24.0,40.0,SEC C
ID1473,73.44,190.925,13.0,8.0,SEC B
ID1474,81.96,212.38,13.0,8.0,SEC E
ID1475,95.56,117.0,9.0,11.0,SEC C
ID1476,49.56,61.0,7.0,6.0,SEC C
ID1477,92.6,177.6,12.0,10.0,SEC C
ID1478,458.88,369.98,13.0,24.0,SEC B
ID1479,90.04,185.75,9.0,7.0,SEC C
ID1480,140.8,249.36,26.0,23.0,SEC B
ID1481,201.52,198.0,19.0,24.0,SEC B
ID1482,51.36,216.1,9.0,3.0,SEC C
ID1483,81.44,179.0,14.0,14.0,SEC B
ID1484,524.0,194.5,28.0,41.0,SEC B
ID1485,63.44,16.91,8.0,6.0,SEC C
ID1486,65.0,178.81,13.0,10.0,SEC B
ID1487,34.88,212.0,6.0,6.0,SEC B
ID1488,145.84,168.64,10.0,8.0,SEC D
ID1489,89.96,240.25,10.0,7.0,SEC C
ID1490,124.92,179.65,9.0,12.0,SEC C
ID1491,186.72,260.25,15.0,9.0,SEC C
ID1492,107.92,157.66,15.0,18.0,SEC C
ID1493,97.44,205.57999999999998,11.0,14.0,SEC D
ID1494,72.84,223.66,15.0,9.0,SEC C
ID1495,19.2,22.0,4.0,6.0,SEC D
ID1496,290.4,488.0,37.0,29.0,SEC A
ID1497,125.32,185.0,20.0,12.0,SEC C
ID1498,84.64,227.25,18.0,19.0,SEC B
ID1499,178.92,173.5,7.0,3.0,SEC D
ID1500,81.4,5.5,4.0,6.0,SEC C
ID1501,12.48,0.0,2.0,3.0,SEC D
ID1502,34.52,29.33,6.0,2.0,SEC C
ID1503,46.64,206.0,6.0,4.0,SEC C
ID1504,73.48,168.25,4.0,4.0,SEC C
ID1505,56.42857142857143,0.0,1.0,2.0,SEC D
ID1506,45.24,172.5,4.0,3.0,SEC D
ID1507,160.04,158.25,19.0,14.0,SEC C
ID1508,76.4,212.5,10.0,11.0,SEC C
ID1509,29.8,168.25,6.0,4.0,SEC C
ID1510,155.42857142857142,221.25,19.0,21.0,SEC B
ID1511,49.52,203.25,8.0,4.0,SEC C
ID1512,203.32,228.82999999999998,20.0,21.0,SEC B
ID1513,20.24,15.66,5.0,2.0,SEC B
ID1514,85.64,219.25,6.0,7.0,SEC D
ID1515,25.68,0.0,2.0,5.0,SEC E
ID1516,80.24,195.75,9.0,10.0,SEC C
ID1517,66.4,190.66,8.0,10.0,SEC C
ID1518,125.84,147.66,12.0,10.0,SEC C
ID1519,77.8,217.75,12.0,4.0,SEC B
ID1520,160.92,205.7,12.0,8.0,SEC B
ID1521,897.625,565.25,20.0,55.0,SEC A
ID1522,25.64,15.25,4.0,2.0,SEC D
ID1523,85.96,217.62,17.0,17.0,SEC D
ID1524,93.08,137.25,9.0,8.0,SEC D
ID1525,172.08,192.13,15.0,0.0,SEC B
ID1526,65.24,218.0,11.0,4.0,SEC C
ID1527,74.08,189.5,8.0,6.0,SEC C
ID1528,59.36,24.0,4.0,2.0,SEC D
ID1529,73.04,192.65,12.0,7.0,SEC A
ID1530,61.24,252.5,11.0,13.0,SEC C
ID1531,82.44,191.3,8.0,5.0,SEC D
ID1532,76.8,221.31,14.0,18.0,SEC C
ID1533,84.64,21.0,7.0,4.0,SEC D
ID1534,23.16,42.2,12.0,7.0,SEC B
ID1535,166.92,214.0,9.0,6.0,SEC C
ID1536,103.68,204.16,17.0,5.0,SEC D
ID1537,49.28,201.5,9.0,8.0,SEC B
ID1538,118.96,190.0,8.0,13.0,SEC C
ID1539,48.24,176.25,9.0,6.0,SEC E
ID1540,75.64,179.5,12.0,6.0,SEC C
ID1541,231.6,285.0,37.0,42.0,SEC A
ID1542,61.0,5.45,8.0,6.0,SEC E
ID1543,85.32,183.25,12.0,7.0,SEC A
ID1544,63.84,8.0,6.0,5.0,SEC C
ID1545,133.76,208.32,14.0,5.0,SEC D
ID1546,124.64,202.5,13.0,5.0,SEC C
ID1547,70.52,184.55,7.0,6.0,SEC E
ID1548,20.0,5.0,3.0,4.0,SEC C
ID1549,39.28,197.0,7.0,4.0,SEC E
ID1550,99.36,197.08,13.0,6.0,SEC C
ID1551,132.04,190.0,6.0,5.0,SEC E
ID1552,75.64,191.43,14.0,29.0,SEC B
ID1553,96.2,0.75,3.0,12.0,SEC B
ID1554,44.48,180.41,11.0,9.0,SEC D
ID1555,105.12,245.25,13.0,19.0,SEC B
ID1556,125.68,84.0,8.0,5.0,SEC C
ID1557,65.08,191.5,10.0,12.0,SEC C
ID1558,83.24,208.25,12.0,8.0,SEC C
ID1559,175.0,202.45,27.0,18.0,SEC A
ID1560,27.52,198.5,15.0,5.0,SEC C
ID1561,13.72,14.0,6.0,3.0,SEC C
ID1562,155.12,254.4,23.0,12.0,SEC C
ID1563,64.68,233.25,11.0,42.0,SEC D
ID1564,164.12,181.5,17.0,14.0,SEC B
ID1565,254.2,190.66,12.0,10.0,SEC C
ID1566,4.52,0.0,0.0,0.0,SEC E
ID1567,132.96,191.12,11.0,10.0,SEC C
ID1568,29.32,2.0,2.0,4.0,SEC D
ID1569,61.68,186.24,14.0,6.0,SEC A
ID1570,137.68,175.41,16.0,21.0,SEC B
ID1571,79.04,197.25,8.0,6.0,SEC C
ID1572,62.25,3.2,5.0,9.0,SEC D
ID1573,166.52,356.33,23.0,12.0,SEC A
ID1574,142.16,14.33,9.0,18.0,SEC A
ID1575,59.76,218.0,9.0,10.0,SEC A
ID1576,140.6,229.25,22.0,11.0,SEC A
ID1577,20.96,1.0,3.0,4.0,SEC B
ID1578,317.12,216.57999999999998,28.0,17.0,SEC C
ID1579,118.6,204.0,19.0,9.0,SEC C
ID1580,108.04,206.6,24.0,10.0,SEC C
ID1581,261.08,196.06,40.0,45.0,SEC B
ID1582,63.96,1.0,3.0,5.0,SEC D
ID1583,200.75,190.75,15.0,19.0,SEC A
ID1584,12.6,6.0,3.0,6.0,SEC E
ID1585,108.6,221.0,11.0,6.0,SEC B
ID1586,124.0,214.25,10.0,6.0,SEC D
ID1587,103.64,4.25,6.0,5.0,SEC D
ID1588,280.96,207.0,18.0,11.0,SEC A
ID1589,113.48,177.25,10.0,171.0,SEC C
ID1590,86.72,190.0,18.0,9.0,SEC B
